Address, Read/Write, Value, Soft,Hard,Hit,Evicted_pg#,Dirty_evicted_page,
1C,0	,140	,0	,0	,0	,0	,0	
58,0	,100	,0	,0	,0	,0	,0	
14,0	,46	,0	,0	,0	,0	,0	
93,0	,3	,0	,0	,0	,0	,0	
C7,0	,151	,0	,0	,0	,0	,0	
76,0	,95	,0	,0	,0	,0	,0	
F8,0	,161	,0	,0	,0	,0	,0	
C8,0	,69	,0	,0	,0	,0	,0	
BC,0	,146	,0	,0	,0	,0	,0	
42,0	,250	,0	,0	,0	,0	,0	
09,0	,188	,0	,0	,0	,0	,0	
02,0	,76	,0	,0	,0	,0	,0	
2E,0	,239	,0	,0	,0	,0	,0	
A1,0	,25	,0	,0	,0	,0	,0	
D4,0	,133	,0	,0	,0	,0	,0	
D3,0	,3	,0	,0	,0	,0	,0	
C9,0	,4	,0	,0	,0	,0	,0	
D8,0	,137	,0	,0	,0	,0	,0	
13,0	,249	,0	,0	,0	,0	,0	
98,0	,48	,0	,0	,0	,0	,0	
15,0	,20	,0	,0	,0	,0	,0	
55,0	,73	,0	,0	,0	,0	,0	
64,0	,179	,0	,0	,0	,0	,0	
97,0	,49	,0	,0	,0	,0	,0	
80,0	,103	,0	,0	,0	,0	,0	
97,0	,248	,0	,0	,0	,0	,0	
47,0	,235	,0	,0	,0	,0	,0	
69,0	,67	,0	,0	,0	,0	,0	
05,0	,192	,0	,0	,0	,0	,0	
75,0	,243	,0	,0	,0	,0	,0	
AA,0	,117	,0	,0	,0	,0	,0	
5C,0	,110	,0	,0	,0	,0	,0	
D8,0	,104	,0	,0	,0	,0	,0	
B4,0	,43	,0	,0	,0	,0	,0	
F7,0	,40	,0	,0	,0	,0	,0	
A3,0	,166	,0	,0	,0	,0	,0	
1F,0	,132	,0	,0	,0	,0	,0	
98,0	,128	,0	,0	,0	,0	,0	
CA,0	,97	,0	,0	,0	,0	,0	
70,0	,34	,0	,0	,0	,0	,0	
6A,0	,239	,0	,0	,0	,0	,0	
18,0	,205	,0	,0	,0	,0	,0	
3A,0	,135	,0	,0	,0	,0	,0	
EA,0	,96	,0	,0	,0	,0	,0	
3D,0	,193	,0	,0	,0	,0	,0	
9C,0	,18	,0	,0	,0	,0	,0	
62,0	,155	,0	,0	,0	,0	,0	
C0,0	,64	,0	,0	,0	,0	,0	
1F,0	,9	,0	,0	,0	,0	,0	
B5,0	,212	,0	,0	,0	,0	,0	
F1,0	,1	,0	,0	,0	,0	,0	
A1,1	,8517174	,0	,0	,0	,0	,0	
7D,0	,190	,0	,0	,0	,0	,0	
54,1	,-8630888	,0	,0	,0	,0	,0	
AB,1	,-2553064	,0	,0	,0	,0	,0	
CB,0	,74	,0	,0	,0	,0	,0	
91,1	,4560783	,0	,0	,0	,0	,0	
99,0	,95	,0	,0	,0	,0	,0	
26,0	,21	,0	,0	,0	,0	,0	
7A,0	,151	,0	,0	,0	,0	,0	
F4,1	,-3609668	,0	,0	,0	,0	,0	
73,0	,150	,0	,0	,0	,0	,0	
A8,0	,237	,0	,0	,0	,0	,0	
8A,0	,26	,0	,0	,0	,0	,0	
8F,0	,174	,0	,0	,0	,0	,0	
9D,0	,97	,0	,0	,0	,0	,0	
24,0	,239	,0	,0	,0	,0	,0	
75,0	,117	,0	,0	,0	,0	,0	
15,1	,-9937550	,0	,0	,0	,0	,0	
65,1	,-4604768	,0	,0	,0	,0	,0	
A7,0	,130	,0	,0	,0	,0	,0	
7C,0	,56	,0	,0	,0	,0	,0	
B8,1	,156532	,0	,0	,0	,0	,0	
99,0	,50	,0	,0	,0	,0	,0	
06,0	,90	,0	,0	,0	,0	,0	
D5,0	,54	,0	,0	,0	,0	,0	
6A,0	,240	,0	,0	,0	,0	,0	
25,0	,196	,0	,0	,0	,0	,0	
C2,0	,234	,0	,0	,0	,0	,0	
E5,0	,11	,0	,0	,0	,0	,0	
95,0	,198	,0	,0	,0	,0	,0	
0C,0	,98	,0	,0	,0	,0	,0	
A4,0	,25	,0	,0	,0	,0	,0	
95,0	,115	,0	,0	,0	,0	,0	
75,0	,205	,0	,0	,0	,0	,0	
32,1	,863422	,0	,0	,0	,0	,0	
16,1	,-5015210	,0	,0	,0	,0	,0	
7A,0	,136	,0	,0	,0	,0	,0	
0E,1	,6939548	,0	,0	,0	,0	,0	
8C,0	,87	,0	,0	,0	,0	,0	
5E,0	,223	,0	,0	,0	,0	,0	
CB,0	,0	,0	,0	,0	,0	,0	
69,1	,7685311	,0	,0	,0	,0	,0	
48,0	,33	,0	,0	,0	,0	,0	
79,0	,64	,0	,0	,0	,0	,0	
6E,0	,68	,0	,0	,0	,0	,0	
72,0	,173	,0	,0	,0	,0	,0	
EB,0	,62	,0	,0	,0	,0	,0	
66,0	,145	,0	,0	,0	,0	,0	
92,0	,56	,0	,0	,0	,0	,0	
0A,0	,172	,0	,0	,0	,0	,0	
BC,0	,249	,0	,0	,0	,0	,0	
6C,0	,46	,0	,0	,0	,0	,0	
2D,0	,47	,0	,0	,0	,0	,0	
85,0	,46	,0	,0	,0	,0	,0	
3F,0	,30	,0	,0	,0	,0	,0	
AB,0	,196	,0	,0	,0	,0	,0	
9D,0	,160	,0	,0	,0	,0	,0	
46,1	,1705404	,0	,0	,0	,0	,0	
EA,0	,85	,0	,0	,0	,0	,0	
65,0	,228	,0	,0	,0	,0	,0	
1F,0	,192	,0	,0	,0	,0	,0	
CA,0	,26	,0	,0	,0	,0	,0	
B7,0	,171	,0	,0	,0	,0	,0	
CF,0	,227	,0	,0	,0	,0	,0	
D2,0	,130	,0	,0	,0	,0	,0	
04,0	,175	,0	,0	,0	,0	,0	
EC,0	,230	,0	,0	,0	,0	,0	
64,1	,8861684	,0	,0	,0	,0	,0	
03,0	,253	,0	,0	,0	,0	,0	
49,0	,202	,0	,0	,0	,0	,0	
E7,0	,125	,0	,0	,0	,0	,0	
82,1	,-7060892	,0	,0	,0	,0	,0	
90,0	,34	,0	,0	,0	,0	,0	
48,0	,74	,0	,0	,0	,0	,0	
D7,0	,71	,0	,0	,0	,0	,0	
56,0	,29	,0	,0	,0	,0	,0	
88,0	,159	,0	,0	,0	,0	,0	
15,0	,108	,0	,0	,0	,0	,0	
60,0	,156	,0	,0	,0	,0	,0	
57,0	,144	,0	,0	,0	,0	,0	
37,0	,65	,0	,0	,0	,0	,0	
B8,0	,207	,0	,0	,0	,0	,0	
BD,0	,237	,0	,0	,0	,0	,0	
02,0	,222	,0	,0	,0	,0	,0	
88,0	,106	,0	,0	,0	,0	,0	
BD,0	,154	,0	,0	,0	,0	,0	
E0,0	,27	,0	,0	,0	,0	,0	
3E,0	,53	,0	,0	,0	,0	,0	
61,1	,6288706	,0	,0	,0	,0	,0	
86,0	,148	,0	,0	,0	,0	,0	
3B,0	,172	,0	,0	,0	,0	,0	
E3,0	,146	,0	,0	,0	,0	,0	
1B,0	,222	,0	,0	,0	,0	,0	
63,0	,26	,0	,0	,0	,0	,0	
60,0	,248	,0	,0	,0	,0	,0	
5B,0	,174	,0	,0	,0	,0	,0	
DC,0	,74	,0	,0	,0	,0	,0	
48,0	,6	,0	,0	,0	,0	,0	
0D,0	,229	,0	,0	,0	,0	,0	
4C,0	,146	,0	,0	,0	,0	,0	
9A,0	,52	,0	,0	,0	,0	,0	
8F,0	,224	,0	,0	,0	,0	,0	
87,0	,55	,0	,0	,0	,0	,0	
3A,0	,121	,0	,0	,0	,0	,0	
79,0	,235	,0	,0	,0	,0	,0	
8F,0	,175	,0	,0	,0	,0	,0	
36,0	,24	,0	,0	,0	,0	,0	
A7,0	,29	,0	,0	,0	,0	,0	
AB,0	,122	,0	,0	,0	,0	,0	
3A,1	,7074243	,0	,0	,0	,0	,0	
EA,0	,135	,0	,0	,0	,0	,0	
2B,0	,210	,0	,0	,0	,0	,0	
B9,0	,126	,0	,0	,0	,0	,0	
F0,1	,9927991	,0	,0	,0	,0	,0	
6C,0	,182	,0	,0	,0	,0	,0	
C2,0	,88	,0	,0	,0	,0	,0	
E9,0	,235	,0	,0	,0	,0	,0	
B9,0	,251	,0	,0	,0	,0	,0	
59,0	,121	,0	,0	,0	,0	,0	
69,0	,36	,0	,0	,0	,0	,0	
96,0	,37	,0	,0	,0	,0	,0	
F0,0	,10	,0	,0	,0	,0	,0	
BC,1	,1526835	,0	,0	,0	,0	,0	
93,1	,4456874	,0	,0	,0	,0	,0	
55,0	,227	,0	,0	,0	,0	,0	
F1,0	,61	,0	,0	,0	,0	,0	
09,1	,-3407491	,0	,0	,0	,0	,0	
3D,0	,165	,0	,0	,0	,0	,0	
9F,0	,103	,0	,0	,0	,0	,0	
DD,0	,154	,0	,0	,0	,0	,0	
C8,0	,61	,0	,0	,0	,0	,0	
8C,0	,138	,0	,0	,0	,0	,0	
BA,0	,239	,0	,0	,0	,0	,0	
4A,0	,246	,0	,0	,0	,0	,0	
F5,0	,22	,0	,0	,0	,0	,0	
C2,0	,34	,0	,0	,0	,0	,0	
9C,1	,3027056	,0	,0	,0	,0	,0	
BE,1	,-753359	,0	,0	,0	,0	,0	
68,0	,178	,0	,0	,0	,0	,0	
AF,0	,143	,0	,0	,0	,0	,0	
99,0	,57	,0	,0	,0	,0	,0	
AF,0	,130	,0	,0	,0	,0	,0	
32,0	,248	,0	,0	,0	,0	,0	
D4,0	,70	,0	,0	,0	,0	,0	
40,0	,172	,0	,0	,0	,0	,0	
05,0	,194	,0	,0	,0	,0	,0	
16,0	,145	,0	,0	,0	,0	,0	
55,0	,57	,0	,0	,0	,0	,0	
17,1	,-6013531	,0	,0	,0	,0	,0	
6A,0	,142	,0	,0	,0	,0	,0	
D1,1	,-2160222	,0	,0	,0	,0	,0	
74,0	,51	,0	,0	,0	,0	,0	
03,0	,214	,0	,0	,0	,0	,0	
FE,0	,213	,0	,0	,0	,0	,0	
8D,1	,1536068	,0	,0	,0	,0	,0	
8C,1	,670888	,0	,0	,0	,0	,0	
63,1	,8478524	,0	,0	,0	,0	,0	
41,0	,83	,0	,0	,0	,0	,0	
53,0	,28	,0	,0	,0	,0	,0	
F6,0	,101	,0	,0	,0	,0	,0	
1C,0	,140	,0	,0	,0	,0	,0	
3D,0	,59	,0	,0	,0	,0	,0	
77,0	,80	,0	,0	,0	,0	,0	
3C,0	,42	,0	,0	,0	,0	,0	
E0,0	,146	,0	,0	,0	,0	,0	
F8,0	,213	,0	,0	,0	,0	,0	
7B,0	,150	,0	,0	,0	,0	,0	
D4,0	,110	,0	,0	,0	,0	,0	
E1,0	,142	,0	,0	,0	,0	,0	
0C,0	,231	,0	,0	,0	,0	,0	
20,0	,136	,0	,0	,0	,0	,0	
99,0	,95	,0	,0	,0	,0	,0	
BE,1	,1901758	,0	,0	,0	,0	,0	
83,0	,22	,0	,0	,0	,0	,0	
59,0	,172	,0	,0	,0	,0	,0	
5B,0	,210	,0	,0	,0	,0	,0	
D8,1	,8513761	,0	,0	,0	,0	,0	
86,1	,-8271618	,0	,0	,0	,0	,0	
E7,1	,835303	,0	,0	,0	,0	,0	
7A,1	,-2978380	,0	,0	,0	,0	,0	
D2,0	,204	,0	,0	,0	,0	,0	
1A,0	,34	,0	,0	,0	,0	,0	
32,0	,146	,0	,0	,0	,0	,0	
80,0	,140	,0	,0	,0	,0	,0	
69,0	,54	,0	,0	,0	,0	,0	
66,0	,1	,0	,0	,0	,0	,0	
64,1	,-4081172	,0	,0	,0	,0	,0	
8B,1	,-9514296	,0	,0	,0	,0	,0	
73,1	,-4374329	,0	,0	,0	,0	,0	
3E,0	,176	,0	,0	,0	,0	,0	
B2,0	,11	,0	,0	,0	,0	,0	
FF,0	,121	,0	,0	,0	,0	,0	
09,0	,95	,0	,0	,0	,0	,0	
71,1	,-4303684	,0	,0	,0	,0	,0	
48,0	,168	,0	,0	,0	,0	,0	
0D,0	,224	,0	,0	,0	,0	,0	
EF,0	,138	,0	,0	,0	,0	,0	
9B,0	,84	,0	,0	,0	,0	,0	
5B,0	,9	,0	,0	,0	,0	,0	
D0,0	,157	,0	,0	,0	,0	,0	
40,0	,75	,0	,0	,0	,0	,0	
63,0	,150	,0	,0	,0	,0	,0	
45,1	,-9327234	,0	,0	,0	,0	,0	
F1,0	,208	,0	,0	,0	,0	,0	
B0,0	,82	,0	,0	,0	,0	,0	
0F,0	,221	,0	,0	,0	,0	,0	
97,0	,216	,0	,0	,0	,0	,0	
B3,0	,145	,0	,0	,0	,0	,0	
64,0	,168	,0	,0	,0	,0	,0	
36,0	,58	,0	,0	,0	,0	,0	
96,1	,3405807	,0	,0	,0	,0	,0	
3B,0	,196	,0	,0	,0	,0	,0	
48,1	,-3500139	,0	,0	,0	,0	,0	
9E,0	,181	,0	,0	,0	,0	,0	
BF,1	,1138688	,0	,0	,0	,0	,0	
BB,0	,198	,0	,0	,0	,0	,0	
6A,0	,152	,0	,0	,0	,0	,0	
10,0	,187	,0	,0	,0	,0	,0	
6E,0	,93	,0	,0	,0	,0	,0	
BB,0	,76	,0	,0	,0	,0	,0	
D2,0	,185	,0	,0	,0	,0	,0	
85,1	,-6517241	,0	,0	,0	,0	,0	
FA,0	,88	,0	,0	,0	,0	,0	
2C,0	,110	,0	,0	,0	,0	,0	
CA,0	,203	,0	,0	,0	,0	,0	
41,0	,38	,0	,0	,0	,0	,0	
41,0	,186	,0	,0	,0	,0	,0	
F4,0	,51	,0	,0	,0	,0	,0	
06,0	,77	,0	,0	,0	,0	,0	
1E,0	,70	,0	,0	,0	,0	,0	
BE,0	,94	,0	,0	,0	,0	,0	
D4,0	,13	,0	,0	,0	,0	,0	
1A,1	,-4824586	,0	,0	,0	,0	,0	
D7,0	,104	,0	,0	,0	,0	,0	
15,0	,85	,0	,0	,0	,0	,0	
4A,0	,74	,0	,0	,0	,0	,0	
4D,0	,236	,0	,0	,0	,0	,0	
52,0	,103	,0	,0	,0	,0	,0	
31,0	,116	,0	,0	,0	,0	,0	
7A,1	,-9883229	,0	,0	,0	,0	,0	
CA,1	,3251267	,0	,0	,0	,0	,0	
DA,0	,92	,0	,0	,0	,0	,0	
8B,0	,119	,0	,0	,0	,0	,0	
83,0	,38	,0	,0	,0	,0	,0	
50,0	,76	,0	,0	,0	,0	,0	
BE,0	,129	,0	,0	,0	,0	,0	
04,0	,135	,0	,0	,0	,0	,0	
E9,0	,233	,0	,0	,0	,0	,0	
91,0	,144	,0	,0	,0	,0	,0	
49,1	,8506404	,0	,0	,0	,0	,0	
4B,0	,128	,0	,0	,0	,0	,0	
83,1	,-8953229	,0	,0	,0	,0	,0	
AB,0	,59	,0	,0	,0	,0	,0	
7F,0	,228	,0	,0	,0	,0	,0	
81,1	,6135867	,0	,0	,0	,0	,0	
86,0	,41	,0	,0	,0	,0	,0	
C7,0	,6	,0	,0	,0	,0	,0	
B1,0	,195	,0	,0	,0	,0	,0	
A5,1	,-673186	,0	,0	,0	,0	,0	
8F,0	,168	,0	,0	,0	,0	,0	
A1,0	,70	,0	,0	,0	,0	,0	
C3,0	,20	,0	,0	,0	,0	,0	
BA,0	,175	,0	,0	,0	,0	,0	
AB,1	,8622996	,0	,0	,0	,0	,0	
FD,0	,247	,0	,0	,0	,0	,0	
6B,0	,10	,0	,0	,0	,0	,0	
C0,0	,71	,0	,0	,0	,0	,0	
C4,0	,227	,0	,0	,0	,0	,0	
80,1	,7765723	,0	,0	,0	,0	,0	
97,0	,1	,0	,0	,0	,0	,0	
A5,0	,249	,0	,0	,0	,0	,0	
F3,0	,0	,0	,0	,0	,0	,0	
37,0	,76	,0	,0	,0	,0	,0	
05,0	,233	,0	,0	,0	,0	,0	
43,1	,-1353377	,0	,0	,0	,0	,0	
A7,0	,50	,0	,0	,0	,0	,0	
84,0	,123	,0	,0	,0	,0	,0	
28,0	,36	,0	,0	,0	,0	,0	
6D,1	,927601	,0	,0	,0	,0	,0	
12,0	,216	,0	,0	,0	,0	,0	
64,0	,135	,0	,0	,0	,0	,0	
FC,0	,210	,0	,0	,0	,0	,0	
EB,0	,230	,0	,0	,0	,0	,0	
EC,0	,204	,0	,0	,0	,0	,0	
F0,0	,183	,0	,0	,0	,0	,0	
9A,0	,12	,0	,0	,0	,0	,0	
7C,1	,-5913905	,0	,0	,0	,0	,0	
47,0	,75	,0	,0	,0	,0	,0	
16,0	,154	,0	,0	,0	,0	,0	
EE,0	,199	,0	,0	,0	,0	,0	
F1,0	,189	,0	,0	,0	,0	,0	
29,0	,128	,0	,0	,0	,0	,0	
A6,0	,23	,0	,0	,0	,0	,0	
99,0	,136	,0	,0	,0	,0	,0	
53,0	,70	,0	,0	,0	,0	,0	
36,0	,59	,0	,0	,0	,0	,0	
C5,0	,237	,0	,0	,0	,0	,0	
4E,0	,256	,0	,0	,0	,0	,0	
BB,0	,114	,0	,0	,0	,0	,0	
C4,1	,7921099	,0	,0	,0	,0	,0	
7C,0	,102	,0	,0	,0	,0	,0	
6C,0	,225	,0	,0	,0	,0	,0	
1A,0	,89	,0	,0	,0	,0	,0	
47,0	,49	,0	,0	,0	,0	,0	
73,0	,145	,0	,0	,0	,0	,0	
17,0	,88	,0	,0	,0	,0	,0	
45,0	,77	,0	,0	,0	,0	,0	
F1,0	,231	,0	,0	,0	,0	,0	
AE,1	,-7811215	,0	,0	,0	,0	,0	
29,0	,64	,0	,0	,0	,0	,0	
74,0	,76	,0	,0	,0	,0	,0	
8C,0	,176	,0	,0	,0	,0	,0	
28,1	,-2138857	,0	,0	,0	,0	,0	
A3,0	,255	,0	,0	,0	,0	,0	
6E,0	,60	,0	,0	,0	,0	,0	
BB,1	,7295670	,0	,0	,0	,0	,0	
B6,1	,-5501913	,0	,0	,0	,0	,0	
37,0	,76	,0	,0	,0	,0	,0	
6E,0	,93	,0	,0	,0	,0	,0	
D8,0	,9	,0	,0	,0	,0	,0	
43,0	,181	,0	,0	,0	,0	,0	
9C,0	,230	,0	,0	,0	,0	,0	
19,1	,-1984038	,0	,0	,0	,0	,0	
64,0	,86	,0	,0	,0	,0	,0	
64,0	,212	,0	,0	,0	,0	,0	
D2,0	,174	,0	,0	,0	,0	,0	
DF,0	,226	,0	,0	,0	,0	,0	
49,0	,105	,0	,0	,0	,0	,0	
B9,0	,2	,0	,0	,0	,0	,0	
15,0	,82	,0	,0	,0	,0	,0	
33,0	,250	,0	,0	,0	,0	,0	
87,0	,55	,0	,0	,0	,0	,0	
9D,0	,127	,0	,0	,0	,0	,0	
62,0	,235	,0	,0	,0	,0	,0	
2A,0	,181	,0	,0	,0	,0	,0	
89,1	,3503999	,0	,0	,0	,0	,0	
83,0	,95	,0	,0	,0	,0	,0	
3D,0	,195	,0	,0	,0	,0	,0	
02,1	,-5433758	,0	,0	,0	,0	,0	
7E,0	,28	,0	,0	,0	,0	,0	
C4,0	,248	,0	,0	,0	,0	,0	
D0,1	,8362403	,0	,0	,0	,0	,0	
A6,0	,13	,0	,0	,0	,0	,0	
59,1	,-966219	,0	,0	,0	,0	,0	
E6,0	,17	,0	,0	,0	,0	,0	
72,0	,254	,0	,0	,0	,0	,0	
A7,0	,242	,0	,0	,0	,0	,0	
B4,0	,117	,0	,0	,0	,0	,0	
30,0	,64	,0	,0	,0	,0	,0	
DE,0	,109	,0	,0	,0	,0	,0	
9F,0	,54	,0	,0	,0	,0	,0	
1C,0	,189	,0	,0	,0	,0	,0	
A6,0	,188	,0	,0	,0	,0	,0	
B7,0	,20	,0	,0	,0	,0	,0	
45,0	,140	,0	,0	,0	,0	,0	
A1,1	,885945	,0	,0	,0	,0	,0	
67,0	,108	,0	,0	,0	,0	,0	
DA,1	,1879445	,0	,0	,0	,0	,0	
F9,0	,63	,0	,0	,0	,0	,0	
16,0	,237	,0	,0	,0	,0	,0	
46,0	,30	,0	,0	,0	,0	,0	
